,emotion_label,emotion_text
25687,sadness,One day I came a across certain boy was who intruding friendship my as with lovers my girlfriend and was very sad I because I didn ' t expect that girl to disappoint me I regarded her being as very faithful .
25688,disgust,One time at the hospital I passed near the intensive care room.  The offensive smell that came out disgusted me in such a way that  I didn't even dare to enter the room.
25689,disgust,One time at the infirmary I passed near the intensive care way . The offensive odor that came tabu disgusted maine in such a way that 1 didn ' t yet make bold to enter the room .
25690,disgust,Ace prison term at the hospital I exit nigh the intensive care way . The offensive olfactory sensation that number out sicken me in such a way that I didn ' t even dare to enter the room .
25691,disgust,One time the at hospital I passed the intensive near care room . The offensive smell came out that disgusted in me such a way that didn I ' t even dare to enter the . room
25692,shame,At one occasion I was ashamed of being refused after a proposal  for a friendship with a certain girl. I was ashamed because she  refused publically in the presence of my fellow friends.
25693,shame,At one occasion I was ashamed of being refused after a marriage offer for a friendship with a sure girl . Single was ashamed because she refused publically in the bearing of my fellow friends .
25694,shame,At 1 occasion I be ashamed of being refused after a proposal of marriage for a friendship with a sure lady friend . Single was ashamed because she refuse publically in the presence of my fellow friends .
25695,shame,One at occasion I was ashamed of being refused a after proposal for friendship a a with girl certain . was I ashamed she because refused in publically presence the of fellow my friends .
25696,guilt,I once stole my father's money and denied having done it. Instead  father threatened my young brother and he was beaten. He was  innocent and I felt guilty.
25697,guilt,1 once stole my father ' s money and deny having done it . Instead father threatened my young brother and atomic number 2 live beaten . Atomic number 2 was innocent and I felt shamed .
25698,guilt,I once stole my father ' s money and refuse having done information technology . Instead father threatened my youthful brother and atomic number 2 was beaten . Atomic number 2 was innocent and Iodine felt shamefaced .
25699,guilt,I once stole my father ' s money and denied having it done . threatened Instead father my young brother and he was beaten . innocent He was I and felt . guilty
25700,joy,When I was selected to start Form I at Chilumba Secondary School  out of the 100 pupils I was among the 4 who were successful.  Family History showed that I had done better than all my brothers  who had passed after repeating for several times.
25701,joy,When I was selected to start Form Ace at Chilumba Secondary School out of the 100 pupils Atomic number 53 be among the 4 world health organization were successful . Family History showed that I had done better than all my brothers who had passed after repeat for several times .
25702,joy,When I was selected to start Sort Atomic number 53 at Chilumba Secondary School out of the 100 pupils One was among the 4 who were successful . Family History show that I had done better than all my pal who had passed after reprize for several times .
25703,joy,When was I selected to start Form at I Secondary Chilumba School out of the pupils 100 I among was the 4 who were successful . Family showed History I done that had better all than my brothers who had passed after repeating for several times .
25704,fear,We went fishing some 5 or 8 kilometers off the shore of Lake  Malawi. Before we could settle down the lake became very rough to  the point of threatening our lives.
25705,fear,We went fishing some pentad or 8 kilometers off the shoring of Lake Malawi . Before we could settle down the lake became really grating to the point of threatening our life time .
25706,fear,We give out angle some 5 or 8 kilometer turned the shore of Lake Malawi . Before we could settle push down the lake go very bumpy to the point of threatening our lives .
25707,fear,We fishing went 5 some or 8 off kilometers shore the of Lake Malawi . Before we settle could down the became lake very rough to of the point threatening our . lives
25708,anger,"I was angered by a classmate who poured soup on to my clothes. He  was trying to use a short-cut method in getting his supper.  Coming behind my back, he wasn't noticed by me and as I was  retreating from a hungry congested people I knocked his plate  with my head. He didn't accept being wrong but blamed me for  pouring his soup."
25709,anger,"I was anger by a classmate who poured soup on to my clothes . He was trying to habituate a short - cut method in getting his supper . Coming behind my back , he wasn ' t point out by pine tree state and as I personify retreating from a hungry congested people One knocked his plate with my head . He didn ' metric ton accept being wrong but blamed pine tree state for pouring his soup ."
25710,anger,"I be angered by a classmate who poured soup on to my clothes . He was trying to use a short - cut method acting in getting his supper . Coming behind my back , he wasn ' thymine noticed by maine and as One was retreating from a hungry congested people I knocked his plate with my forefront . He didn ' t accept being wrong but find fault me for pouring his soup ."
25711,anger,"I angered was by a who classmate poured soup on to my clothes . He was trying to use a - short cut method in getting his supper . Coming behind my back , he wasn ' t noticed by me and as I was retreating from a congested hungry people I his knocked plate my with head . He didn ' accept t being but wrong blamed me for pouring his soup ."
25712,sadness,I was sad when my MCE grades were out. I had gone for a football  match a mile away from home. The mail found me there. I was  disappointed and didn't play the other half of the match.
25713,sadness,I was sad when my MCE grades were out . I feature gone for a football game match a mile away from household . The mail found me in that respect . I be let down and didn ' t play the early one half of the match .
25714,sadness,I was deplorable when my MCE grades be out . I had go for a football game match a mile by from home . The mail found me there . I be let down and didn ' t play the other one half of the friction match .
25715,sadness,I was when sad my MCE grades were out I . gone had for football a match a mile away from home . mail found The me there . I was and disappointed didn ' t the play half other of match the .
25716,disgust,I was dancing Malipenga (traditional dance). I exaggerated the  steps I was supposed to make in the negative way. This happened in  front of spectators. It was bad for our Boma (group) because I  was on the front line where ability is displayed and it is this  ability that counts when choosing the winning side.
25717,disgust,I was dancing Malipenga ( traditional dance ) . I exaggerated the step I was supposed to piss in the electronegative way . This happened in front end of spectators . Information technology was bad for our Boma ( group ) because I was on the front man line where ability is displayed and information technology is this ability that counts when choosing the fetching side .
25718,disgust,I be dancing Malipenga ( traditional dance ) . I exaggerated the steps I was supposed to construct in the negative way . This happened in front of spectators . It was bad for our Boma ( group ) because I was on the front man line where ability is displayed and it is this ability that counts when opt the winning position .
25719,disgust,Was I dancing Malipenga ( traditional dance ) . I the exaggerated I steps was supposed make to in the negative way . happened This in front of spectators . It was bad for our Boma ( group ) because I was on front line the ability is where displayed and it is this ability that counts when choosing winning the side .
25720,shame,News was spread that I had been found doing sexual intercourse  with a small girl. At first this annoyed me but later on I became  ashamed because many people seemed to believe it.
25721,shame,News was spread that I had cost find do sexual intercourse with a small daughter . At first this riled me only later on I became ashamed because many people seemed to believe it .
25722,shame,News be bedcover that I had been get get along intimate intercourse with a small girl . At first this annoyed me merely after on I become ashamed because many masses seemed to believe it .
25723,shame,Was news spread that I had found been sexual doing with intercourse a girl small . At this annoyed first me but on later I became ashamed many because people seemed believe to it .
25724,guilt,"I argued with my father on matters concerning marriage.  Traditionally speaking, I was not supposed to, so I felt guilty  of violating my traditions which I must hold in esteem."
25725,guilt,"I argued with my father on matters worry wedlock . Traditionally speaking , I was not supposed to , so I felt guilty of dishonor my traditions which Atomic number 53 mustiness hold in regard ."
25726,guilt,"I indicate with my begetter on matters concerning marriage . Traditionally speaking , I was not think to , so I felt shamed of violating my traditions which I mustiness hold in regard ."
25727,guilt,"I argued with my on father matters concerning marriage . Traditionally , speaking I was not supposed to , I so felt guilty violating of my which traditions I in must hold . esteem"
25728,joy,I passed my MCE Examination. at first I was worried but when I  heard my name I had joy in my heart and I arranged for a trip to  attend a wedding ceremony.
25729,joy,Unity passed my MCE Examination . at first I be worried but when I hear my name I had joy in my spunk and I arranged for a head trip to attend a marriage ceremony .
25730,joy,Iodine passed my MCE Testing . at first I was worried but when I heard my name I had pleasure in my heart and I arranged for a trip to assist a wedding ceremony ceremonial .
25731,joy,I my passed MCE Examination . first at I was but worried when I heard my I name had joy in my heart and arranged I a trip to for attend a wedding ceremony .
25732,fear,I was studying in class at night. I was in Form II by then. There  were rumours about an earthquake. That night dogs were chasing  one another and passed through the window outside the classroom.  Those who saw the dogs thought it was a lion and were terrified.  Trying to run away the desks were dragged and there was a shaking  movement. I thought it was an earthquake and jumped out of the  window.
25733,fear,I was studying in class at night . I be in Cast II by then . Thither were rumours about an earthquake . That night dogs were go after one another and passed through the window outside the classroom . Those who saw the domestic dog thought it was a lion and were terrified . Trying to hightail it away the desks were dragged and there be a shaking movement . I thought it was an quake and jump out of the window .
25734,fear,I was studying in social class at night . I was in Form II by then . There were hearsay about an earthquake . That night dogs were chase after 1 another and passed through the window outside the classroom . Those world health organization saw the dogs thought it was a lion and were terrified . Trying to run away the desks were dragged and there was a shaking movement . I cogitate it was an earthquake and jumped kayoed of the window .
25735,fear,I was studying in class night at . I was in Form II by then There . were rumours an about earthquake . That night dogs chasing were another and one passed through the window outside the classroom Those . who saw the dogs thought was it a lion and were terrified . Trying to run away the were desks dragged and there was a shaking movement . I thought it an was earthquake and jumped out of the window .
25736,anger,Someone told a lie that I had stolen his money.
25737,anger,Someone told a prevarication that Iodin make stolen his money .
25738,anger,Someone secern a lie that I had stolen his money .
25739,anger,Someone told a that lie I had stolen money . his
25740,sadness,My Uncle was beaten by his troublesome son. He fell unconscious  and gained consciousness after some time. That time I was at  school; this news reached me through someone.
25741,sadness,My Uncle exist beat by his troublesome son . Helium come down unconscious and gained consciousness after some time . That time I was at school ; this intelligence reached me through someone .
25742,sadness,My Uncle be beat by his troublesome boy . He return unconscious and gained consciousness after some time . That time I was at school ; this news reached me done someone .
25743,sadness,My uncle was beaten by his troublesome son . fell He unconscious and consciousness gained after some . time That time was I at school this ; news reached me someone . through
25744,disgust,"I felt disgust when I received visitors at an odd hour. I was  seriously preparing for Examinations, so I did not appreciate  their coming."
25745,disgust,"I feel disgust when Single receive visitor at an odd hour . I was earnestly preparing for Examinations , so I perform not appreciate their coming ."
25746,disgust,"I feel disgust when I receive visitors at an odd hour . I be severely preparing for Interrogation , so I did not appreciate their coming ."
25747,disgust,"Disgust I felt I when visitors received at an odd hour . was I seriously preparing for Examinations so , I did not appreciate their coming ."
25748,shame,I answered a certain question from Dr. Maqgda wrongly. She asked  something about Femur and my answer was saying something  concerning the brain. So I was very ashamed amongst my friends.
25749,shame,I answered a certain query from Dr . Maqgda incorrectly . She asked something about Femoris and my solution be state something concern the brain . So I was very ashamed amongst my friends .
25750,shame,I respond a sure question from Dr . Maqgda incorrectly . She necessitate something astir Femur and my answer was saying something concerning the learning ability . So 1 was really ashamed amongst my friends .
25751,shame,I a certain answered question from Dr . Maqgda wrongly She . asked about something and Femur my answer was saying something the brain concerning . I So was very ashamed amongst my friends .
25752,guilt,I wrote a bad letter to someone concerning our relationship which  we created ourselves.
25753,guilt,I wrote a bad letter to someone interest our human relationship which we created ourselves .
25754,guilt,I wrote a bad letter to mortal occupy our relationship which we created ourselves .
25755,guilt,Wrote I a bad to letter someone concerning our which relationship created we ourselves .
25756,joy,I met a certain lady at Mchesi and I proposed a word of love to  her and at the same time she accepted my proposal.
25757,joy,I met a sure lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposition .
25758,joy,I met a certain lady at Mchesi and I proposed a word of honor of love to her and at the like sentence she accepted my proposal .
25759,joy,Met I a certain at Mchesi lady and I proposed a word of to love her at the same and time she accepted my proposal .
25760,fear,My father gave me money for school fees and I didn't pay school  fees instead I spent it on beer and did not tell him about this.
25761,fear,My father commit maine money for school fees and I didn ' t pay school fees instead Iodin spent it on beer and did non secern him about this .
25762,fear,My father give maine money for school day fees and I didn ' t remuneration school fee instead I spent it on beer and did not order him astir this .
25763,fear,My father gave money me for school and I fees didn ' t pay school fees I instead it on spent beer and not did him tell this about .
25764,anger,There was a cup final match between Limbe Leaf Wanderers and  Silver Strikers and someone promised to give me some money for  admission fee to watch this game. Unfortunately he did not give  me.
25765,anger,On that point was a cup net match between Limbe Leaf Wanderers and Silver Strikers and someone anticipate to establish me some money for admission fee to watch this game . Alas he did not give me .
25766,anger,There was a cup last equal between Limbe Folio Wanderers and Silver Strikers and someone prognosticate to give me some money for admission fee to observe this biz . Unfortunately he did not give me .
25767,anger,There a was final match cup between Limbe Leaf Wanderers Silver and Strikers someone and promised give to me money some for admission fee to watch this game . Unfortunately he did not me give .
25768,sadness,I had received bad news informing me that grandmother and  grandfather had passed away. The first one to die was my  grandmother and after two days grandfather died too.
25769,sadness,Single had get spoiled news inform me that grandmother and grandfather had passed away . The first 1 to pass was my grandmother and after two days grandfather died too .
25770,sadness,Iodin had invite bad news program inform me that grandmother and grandfather had passed aside . The initiatory one to die was my grandma and after 2 days grandfather perish too .
25771,sadness,I had bad received news me that informing grandmother grandfather and had away passed The . first one to was die my grandmother and after two died days grandfather too .
25772,disgust,"It happened that one of my best friends just took my shirt  without my knowledge, I hadn't put it on for many days and I was  short of clothes."
25773,disgust,"It happen that one of my good friends just took my shirt without my cognition , I hadn ' t put it on for many days and I was light of clothes ."
25774,disgust,"Information technology hap that i of my best supporter just took my shirt without my knowledge , Iodin hadn ' t put it on for many days and I was short of clothes ."
25775,disgust,"It happened one that my best of friends just took my shirt my without knowledge , I hadn ' put t it on days for many I and was short clothes of ."
25776,shame,"I had high-heeled shoes one time, but a certain girl who saw the  shoes told me that they were out of fashion and I looked as an  old man when I was in those shoes."
25777,shame,"I had high - heeled place one time , but a sure girl world health organization reckon the shoes told me that they were prohibited of way and I attend as an old mankind when I be in those shoes ."
25778,shame,"I give birth in high spirits - heeled shoes unmatchable time , only a certain girl who saw the shoes differentiate me that they embody out of fashion and I look as an old man when I be in those shoes ."
25779,shame,"Had I - heeled high shoes one , time but a certain girl who saw the shoes me told that they were out of fashion and looked I an as old when man I those was in shoes ."
25780,guilt,I happened to have met one of my teachers in town during working  hours. The badness was I didn't ask for permission to go out and  I was guilty-conscious.
25781,guilt,I happened to have met single of my teacher in ithiel town during working hr . The badness was Atomic number 53 didn ' t ask for permission to go out and I was guilty - conscious .
25782,guilt,I happened to have fulfill one of my teachers in townsfolk during go hours . The severity was 1 didn ' t ask for permission to go come out of the closet and I was guilty - witting .
25783,guilt,Happened I to have one of met my teachers in town working during . hours The I badness was didn ' t ask for permission to out and go I guilty was - conscious .
25784,joy,Passing a very difficult examination which I didn't expect - MCE.
25785,joy,Eliminate a very difficult examination which One didn ' t expect - MCE .
25786,joy,Passing a real difficult scrutiny which I didn ' t gestate - MCE .
25787,joy,A passing very difficult which examination I didn ' t expect - MCE .
25788,fear,As we were going to Area 10 a dog chased me. I was afraid it  might bite me.
25789,fear,As we were lead to Area x a pawl chased maine . I was afraid information technology might bite me .
25790,fear,As we were going to Area 10 a dog furrow maine . I was afraid it might sting pine tree state .
25791,fear,As we were going to Area 10 a dog chased me was . I afraid it bite might . me
25792,anger,Brother took my money to use for his own purposes.
25793,anger,Brother take my money to employ for his own purpose .
25794,anger,Brother took my money to use for his ain determination .
25795,anger,Took brother my money to use his for purposes own .
25796,sadness,"After hearing the news about the death of my sister, I felt very  sad."
25797,sadness,"After hearing the news about the death of my sister , I sense very deplorable ."
25798,sadness,"After hearing the news show astir the death of my sister , I feel very sad ."
25799,sadness,"After hearing the news the about of death sister my , I felt very . sad"
25800,disgust,"After buying a ticket, I lost it before I reached my destination  and the bus Inspector dropped me at a place I didn't know."
25801,disgust,"After buying a ticket , I lost information technology before Single reached my destination and the bus Inspector miss me at a post 1 didn ' t know ."
25802,disgust,"After buy a ticket , I lost information technology before I attain my finish and the bus Inspector dropped me at a lieu I didn ' t know ."
25803,disgust,"After buying a ticket , lost I before it I reached my destination the and bus Inspector dropped me a at place didn ' I t know ."
25804,shame,I was very much ashamed after a friend beat me at school and I  was defeated.
25805,shame,I was very much ashamed after a friend rhythm me at schoolhouse and One was defeated .
25806,shame,1 represent very much ashamed after a friend beat me at school and Atomic number 53 was shoot down .
25807,shame,I very was much ashamed after a friend me beat school and at was I defeated .
25808,guilt,I hit my cousin badly after she threw away my dresses in a  pit-latrine that the little girl fainted.
25809,guilt,Iodin hit my cousin badly after she threw aside my dresses in a endocarp - latrine that the little girl fainted .
25810,guilt,I hit my cousin bad after she threw away my attire in a fossa - latrine that the little daughter swoon .
25811,guilt,I my hit after cousin badly threw away she my dresses in a - pit latrine that the little girl fainted .
25812,joy,When I was selected to a University College of Nursing.
25813,joy,When One was take to a University College of Breast feeding .
25814,joy,When I was selected to a University College of Nursing .
25815,joy,I when was to selected a University College Nursing of .
25816,fear,"When one of my relatives went out at night leaving me and my  friend alone, I cheated my parents that she didn't go out, after  they had heard that she was out, I was afraid that she might have  beaten me."
25817,fear,"When one of my relatives went forbidden at nighttime leaving me and my friend alone , Unity cheat on my parents that she didn ' t go out , after they had see that she was out , Iodine was afraid that she power have beaten me ."
25818,fear,"When unmatched of my relatives went forbidden at night leaving pine tree state and my friend alone , I cheat my parents that she didn ' t go out , after they had heard that she was away , 1 was afraid that she might have baffle maine ."
25819,fear,"One when of my went relatives out night at me leaving and my alone friend , I cheated parents that my she didn ' t go out , they had after heard that she was out , I was afraid that she have might beaten me ."
25820,anger,When someone took my writing materials yet I was to write  Examinations in a few minutes.
25821,anger,When somebody took my writing material yet I was to write Examinations in a few minutes .
25822,anger,When individual took my penning materials even so I was to write Examinations in a few minutes .
25823,anger,When someone took my writing materials I yet was to Examinations write in a few . minutes
25824,sadness,When I failed my Standard 8 Examination for the first time.
25825,sadness,When I go my Standard 8 Examen for the first time .
25826,sadness,When I failed my Standard 8 Interrogation for the first metre .
25827,sadness,When failed I my Standard Examination 8 for the time first .
25828,disgust,When a boy whom I refused to be my lover told all his friends  that I was his girl he has refused me because I was not faithful  to him.
25829,disgust,When a boy whom I turn down to be my fan told completely his acquaintance that I was his girl he throw turn down me because I was not close to him .
25830,disgust,When a male child whom I refused to be my lover say entirely his friends that I represent his girl he get refused me because 1 embody not faithful to him .
25831,disgust,When a whom boy I to refused be my lover told all his friends that I girl was his has refused he because me I was not faithful to him .
25832,shame,"When someone pointed out that I was proud, yet I didn't dress up  properly. This was when I and my friend went for a dnce one  Saturday."
25833,shame,"When someone pointed verboten that One was proud , yet I didn ' triiodothyronine dress up properly . This follow when I and my friend went for a dnce unmatched Sabbatum ."
25834,shame,"When someone pointed out that 1 represent majestic , yet Iodine didn ' t dress up properly . This was when I and my protagonist went for a dnce one Saturday ."
25835,shame,"When someone pointed out that proud I was , yet didn I ' t up dress . properly This was when I and friend my for went a dnce one Saturday ."
25836,guilt,After I had cheated my parents that I had lost my textbooks so  they had to send me money.
25837,guilt,After One stimulate cheated my parents that 1 had lost my textbooks so they have to send me money .
25838,guilt,After I induce chicane my parents that Single hold lost my textbooks so they suffer to send me money .
25839,guilt,After had I cheated my parents I that had my textbooks lost they so had to me send money .
25840,joy,I felt joy when I heard my name being called on the radio as one  of the students who had passed the interview of Nursing and was  selected to start Nursing.
25841,joy,Iodine felt joy when I hear my name be called on the radio set as one of the students who had passed the interview of Nursing and be take to start Breast feeding .
25842,joy,One feel joy when I heard my name be called on the radio as one of the educatee world health organization had passed the interview of Nursing and was selected to start Nursing .
25843,joy,Joy felt I when I heard my name being called radio the on as one the of students who had passed the interview Nursing of was and selected to start Nursing .
25844,fear,I felt fear when one night my aunt and Uncle left me alone at  their house to look after the baby when they went to a party.
25845,fear,I felt fear when one night my aunt and Uncle pass on pine tree state alone at their house to look after the babe when they go to a political party .
25846,fear,I felt fear when one nighttime my auntie and Uncle left me alone at their house to look after the baby when they went to a party .
25847,fear,I fear felt when one my night aunt left and Uncle alone me at house their to look after baby the when went they to a party .
25848,anger,I felt angry at one time when I was chatting with friends and  suddenly another friend joined us and started opposing any  comment I added to our chatting.
25849,anger,One feel angry at one sentence when I equal chatting with friends and short another friend joined us and started opposing any comment I added to our chatting .
25850,anger,I feel wild at matchless metre when Ane was chatting with friends and suddenly another friend joined us and begin opposing any remark I added to our chatting .
25851,anger,I felt at angry I one time when was chatting with friends and another suddenly friend joined us opposing and started any I comment added to our chatting .
25852,sadness,I felt sad when a thief stole all the clothes from my friend's  cupboard at school (boarding).
25853,sadness,I felt sad when a thief stole all the dress from my admirer ' s cupboard at school ( boarding ) .
25854,sadness,I felt sad when a thief stole all the wearing apparel from my friend ' s cupboard at school day ( boarding ) .
25855,sadness,Felt I sad a when thief all stole clothes the from friend my ' s cupboard school at ( boarding ) .
25856,disgust,I felt disgusted when I was not given money for lunch at school  by my father as a punishment for beating my little brother.
25857,disgust,I felt disgusted when I be not given money for tiffin at school by my begetter as a penalization for beating my little brother .
25858,disgust,One finger revolt when 1 was not given money for lunch at schooling by my church father as a punishment for beating my little brother .
25859,disgust,I felt when disgusted I was not for given money at lunch school by father my a punishment as for beating my little brother .
25860,shame,I felt shame when I was asked by my cousin that I promised to buy  her a birthday present but I didn't buy it for her in front of  friends.
25861,shame,I feel shame when I personify asked by my cousin that I promised to buy her a birthday present but I didn ' t purchase it for her in strawman of booster .
25862,shame,I feel disgrace when 1 was ask by my first cousin that I promised to buy her a birthday present but Iodine didn ' t buy it for her in front of friends .
25863,shame,I felt when shame I was asked by my cousin I that promised buy her to a birthday but present I didn ' t buy it her for front in of friends .
25864,guilt,I felt guilt when my friends were punished to slash grass at the  gound because of making noise in class. I was in the group of  noise-makers but I denied having done any noise.
25865,guilt,I felt guilty conscience when my booster were punish to slash grass at the gound because of making noise in class . I be in the group of noise - makers but I abnegate have done any racket .
25866,guilt,I felt guilt when my friends were punished to lash mary jane at the gound because of making noise in socio economic class . I was in the group of noise - makers simply I denied ingest done any noise .
25867,guilt,I felt guilt when my were friends slash to punished grass at the because gound of noise making in class . I was in the of - group noise makers but I having denied done any noise .
25868,joy,When I passed my MSCE Exams and was selected to go to college.
25869,joy,When I passed my MSCE Examination and be selected to go to college .
25870,joy,When I passed my MSCE Exams and was take to go to college .
25871,joy,When passed I MSCE my Exams and selected was to go college to .
25872,fear,I was with my boyfriend forgetting that I had left the house  unlocked. Unfortunatly a thief came and stole all the kitchen  utensils. Thereafter I was afraid of the consequences.
25873,fear,I be with my boyfriend forgetting that Atomic number 53 had left the house unlocked . Unfortunatly a thief add up and steal all the kitchen utensils . Thereafter 1 was afraid of the consequences .
25874,fear,I was with my boyfriend forgetting that One had will the star sign unlocked . Unfortunatly a thief came and steal all the kitchen utensils . Thereafter I represent afraid of the consequences .
25875,fear,I was with boyfriend my forgetting I that had the left house unlocked . Unfortunatly thief a and came all stole the utensils kitchen . Thereafter I was of afraid the . consequences
25876,anger,"My best friend started moving out with my boyfriend. When I heard  this my heart sank because I didn't expect that my own good  friend could do such a thing, so I got angry."
25877,anger,"My best protagonist started moving out with my boyfriend . When I heard this my pump sank because I didn ' t ask that my ain good quaker could do such a thing , so I get angry ."
25878,anger,"My best friend pop moving out with my beau . When Iodin heard this my heart sank because Atomic number 53 didn ' t expect that my own unspoiled friend could suffice such a thing , so I got angry ."
25879,anger,"My best friend started moving with out my boyfriend When . I heard this my heart sank didn because I ' t expect that own my good friend do could such thing a , so I got . angry"
25880,sadness,I was sad when I heard that my cousin died because of being  bewitched by her husband's second wife.
25881,sadness,I was sad when I heard that my cousin pop off because of being bewitched by her husband ' s 2d wife .
25882,sadness,I was sad when Single heard that my first cousin died because of be bewitched by her married man ' s 2nd wife .
25883,sadness,Was I sad when I that heard my cousin died because of being by bewitched her husband ' second s wife .
25884,disgust,My friend promised to take me out for a movie but he didn't turn  up.
25885,disgust,My friend promised to take me out for a movie just he didn ' t reverse up .
25886,disgust,My ally promised to take me out for a movie but atomic number 2 didn ' triiodothyronine turn upward .
25887,disgust,My promised to friend take me out a for but movie he ' didn t turn up .
25888,shame,I met a woman who was looking for our house. She stopped me but I  ran away. When I arrived at home I found the same woman and she  told my parents what had happened so I felt ashamed.
25889,shame,I met a cleaning woman world health organization was looking for our house . She bar me but I ran away . When I make it at home One found the same woman and she told my parent what had happen so I felt ashamed .
25890,shame,I met a woman who was looking for our sign of the zodiac . She stopped me but One ran away . When I arrive at home I find the like woman and she told my parents what had happened and then I felt ashamed .
25891,shame,Met I woman a who was looking for house our . She stopped me I but ran . away When I at arrived home found I the same and woman she told my what parents had happened so felt I ashamed .
25892,guilt,I went to my boyfrien's house. There I found clothes of a certain  girl. Without asking whose clothes they were I started tearing  them only to realise that they were his sister's and so I felt  guilty.
25893,guilt,I went to my boyfrien ' s house . There I found clothes of a sure girl . Without require whose clothes they were 1 started tearing them only to realise that they were his sis ' sulfur and therefore I felt guilty .
25894,guilt,Ace went to my boyfrien ' s house . Thither I found apparel of a certain girl . Without asking whose dress they make up I started tearing them only to realise that they were his sister ' s and so 1 felt shamed .
25895,guilt,I went to boyfrien my ' house s . There found clothes I of a certain girl . Without asking whose they were clothes I started them tearing only realise to that they his were sister ' s and I so felt guilty .
25896,joy,When I was selected to come here.
25897,joy,When I was selected to come up here .
25898,joy,When I was selected to come here .
25899,joy,I was when selected to come here .
25900,fear,Somebody told her friend that she would hit me wherever we would  meet.
25901,fear,Somebody recount her friend that she would dispatch me wherever we would see .
25902,fear,Person told her protagonist that she would hit me wherever we would meet .
25903,fear,Somebody told friend her that would she wherever hit me we would meet .
25904,anger,This was when my boyfriend told me that I was double-crossing him  with a certain boy.
25905,anger,This was when my boyfriend recount me that I was double - crossing him with a certain son .
25906,anger,This be when my boyfriend distinguish me that I was double - get across him with a certain boy .
25907,anger,This when boyfriend was my told me that I was double - him crossing a with certain boy .
25908,sadness,When I heard that my friend had started drinking beer.
25909,sadness,When I heard that my friend had commence drinking beer .
25910,sadness,When Iodin pick up that my friend had started wassail beer .
25911,sadness,When I that heard my had friend started beer drinking .
25912,disgust,I went to a party and there were some cakes which weren't good  and had a bad smell.
25913,disgust,I go to a party and at that place were some cakes which weren ' t good and had a big smell .
25914,disgust,Single went to a company and on that point were some patty which weren ' t good and had a bad smell .
25915,disgust,Went I to a party there and were some cakes which weren ' t good and a had smell bad .
25916,shame,One day I was supposed to go to a movie with my boyfriend. In the  morning I went to see my Auntie and I didn't come back up to  evening.
25917,shame,One solar day I was suppose to live on to a movie with my fellow . In the morning I go to see my Auntie and I didn ' t come back up to evening .
25918,shame,One day 1 was supposed to go to a movie with my swain . In the morning I went to reckon my Auntie and I didn ' t derive backward up to evening .
25919,shame,One day I was to supposed to a go with movie my boyfriend . In morning the I went to my Auntie see I and didn t ' come back up to . evening
25920,guilt,"I slapped my sister's daughter and after several hours, she had a  high temperature and she ended up being admitted in hospital."
25921,guilt,"One slapped my sister ' s daughter and after respective hours , she had a in high spirits temperature and she ended up being admitted in hospital ."
25922,guilt,"I slapped my sister ' s daughter and after various hour , she had a high temperature and she ended improving being admit in infirmary ."
25923,guilt,"I slapped my sister s ' and daughter after several , hours she had high temperature a and she ended up being admitted in hospital ."
25924,joy,When the church choir came one Sunday after being away for some  weeks.
25925,joy,When the church choir come one Dominicus after being aside for some week .
25926,joy,When the church service choir hail unrivalled Sunday after being away for some weeks .
25927,joy,When the church choir came Sunday one being after for away weeks some .
25928,fear,When I came home late one day. I was afraid I would be shouted at  by my parents.
25929,fear,When Ace came home late one day . I make up afraid One would be shouted at by my parents .
25930,fear,When One came home late matchless solar day . I was afraid Atomic number 53 would be shouted at by my parents .
25931,fear,When came I home late . one day was I afraid I would shouted be at my by parents .
25932,anger,When a little brother of mine damaged a cassette.
25933,anger,When a small pal of mine damage a cassette .
25934,anger,When a little sidekick of mine damaged a cassette .
25935,anger,When little a brother of damaged mine cassette a .
25936,sadness,"I was watching T.V with my parents and some pornographic scenes  came on, I felt uncomfortable and tried to distract my parents  attention by talking to them."
25937,sadness,"Ane was watch Metric ton . Quintet with my parents and some adult view came on , I felt uncomfortable and tried to distract my parents attention by talking to them ."
25938,sadness,"1 personify watching T . V with my parents and some pornographic scenes came on , I feel uncomfortable and tried to distract my parent care by talking to them ."
25939,sadness,"Was I watching . T V with my and parents pornographic some came scenes on , felt I and tried uncomfortable to distract parents my attention by talking to them ."
25940,disgust,I saw a program on T.V where they had to saw a skull for an         operation.
25941,disgust,Ace insure a program on T . V where they had to saw a skull for an operation .
25942,disgust,Ane saw a program on T . V where they had to check a skull for an mathematical process .
25943,disgust,I saw program a on T . where V they to had saw skull a for operation an .
25944,shame,When I decided not to out any longer with a girl whom I liked  quite a lot.  This made me feel low for a some time.
25945,shame,When I decided non to out any longer with a little girl whom One wish quite a a lot . This made me feel low for a some time .
25946,shame,When Atomic number 53 decide not to out any longer with a girl whom 1 liked quite a a lot . This make me feel gloomy for a some fourth dimension .
25947,shame,Decided when I not to any out longer with a girl whom quite I liked a lot . This made me low feel a for some . time
25948,joy,When I had my first boyfriend.
25949,joy,When I had my first swain .
25950,joy,When I had my 1st beau .
25951,joy,Had when I my first boyfriend .
25952,fear,"I and my cousin went to a filmshow at night. We went without  making it known to my mother. While we were there at interval, I  came across my mother just close to where we sat."
25953,fear,"I and my cousin go to a filmshow at nox . We went without make it known to my mother . While we be there at interval , Unity came across my mother just close to where we sit ."
